TotalBill,Nights,Age,Gender,Spa
438,2,54,M,0
195,0,45,M,0
,2,58,F,0
417,2,49,F,0
,6,53,M,0
483,2,35,M,0
672,4,52,M,0
466,0,57,M,1
329,0,41,M,0
420,2,48,M,0
492,3,68,M,0
619,2,26,F,0
789,6,68,F,0
528,2,60,M,0
376,2,41,M,0
612,2,22,F,0
,0,52,F,1
818,4,30,M,0
671,2,34,F,0
611,2,25,M,0
687,2,50,M,1
827,2,20,M,0
399,1,72,M,1
2653,6,42,M,0
1447,6,75,M,0
877,3,48,F,0
927,4,48,F,0
1602,4,27,F,0
3346,14,60,F,0
1301,2,38,F,0
507,1,53,F,0
711,2,34,F,0
497,4,72,F,0
1205,3,41,M,0
1227,4,39,M,0
1803,2,53,F,1
308,0,36,M,0
705,2,37,M,0
1394,6,40,F,0
2820,10,64,M,0
670,4,50,F,0
1385,4,24,M,0
1477,3,22,M,0
1043,4,61,F,0
278,0,42,M,0
770,4,51,M,0
2126,4,38,F,0
1709,10,60,M,0
3763,4,53,F,1
1781,6,67,F,0
400,0,47,F,0
2012,6,68,M,0
1182,5,73,F,0
780,3,53,M,0
,9,33,M,0
959,4,47,M,0
,1,43,F,0
,4,41,M,0
1322,4,49,M,0
802,2,48,M,0
765,2,54,M,0
,2,39,M,0
,4,42,F,0
1142,2,51,M,0
1165,4,41,M,0
1791,6,63,M,0
927,2,53,F,0
,3,48,F,0
635,4,73,F,0
963,1,45,M,0
1229,4,55,M,0
5785,10,64,F,1
279,0,32,M,0
1528,6,43,F,0
1498,6,40,F,0
2708,6,41,M,0
1482,4,44,F,0
1383,5,31,M,0
,4,38,M,0
467,0,31,M,1
2901,6,46,F,0
1761,3,39,M,0
1428,7,48,M,0
680,2,34,M,0
2365,6,51,M,0
304,0,52,F,1
387,0,61,F,1
,1,30,F,0
,4,62,F,0
,2,47,M,0
,2,29,M,0
,0,62,M,1
,7,24,M,0
1110,4,42,M,0
,0,53,M,1
1517,7,46,M,0
704,1,51,M,1
487,2,43,M,0
1056,4,50,F,0
983,4,34,M,0
497,0,35,M,1
1118,2,47,F,1
801,2,51,M,0
817,2,62,F,1
1123,4,29,M,0
1243,3,37,F,0
463,1,54,M,0
1270,5,36,M,0
930,4,12,M,0
1235,6,29,M,0
252,0,45,M,0
294,2,59,M,0
385,2,48,M,0
1794,6,52,M,0
464,0,49,M,0
890,4,50,M,0
3915,16,45,M,0
885,2,33,M,0
851,2,46,M,0
994,4,62,F,0
1047,4,39,M,0
940,3,56,F,0
1205,4,59,M,0
476,0,65,F,1
1300,4,36,M,0
2637,6,43,F,0
3792,10,48,F,0
1430,4,23,M,0
986,2,59,M,1
2160,6,44,F,0
1112,4,58,M,0
1353,2,22,M,0
1745,4,40,F,0
2205,8,52,M,0
1656,4,56,F,0
1174,4,47,M,0
840,0,56,F,1
1033,2,68,F,1
1681,5,42,M,0
,0,72,M,1
1250,2,45,M,0
547,1,60,M,0
1626,4,59,M,0
1066,2,53,M,0
1621,3,45,F,0
1764,5,42,F,0
1583,4,41,M,0
1528,3,25,M,0
643,2,71,F,1
2212,6,30,M,0
1013,4,64,F,0
1470,4,35,M,0
2644,7,29,M,0
613,1,53,M,1
1312,4,28,M,0
973,0,54,M,1
2057,6,50,M,0
1806,4,39,F,0
2453,5,55,F,0
3215,13,60,F,0
994,4,52,M,0
1219,4,31,F,0
1908,6,64,F,0
1626,4,27,F,0
1468,6,69,F,0
2923,8,46,M,0
304,8,67,F,0
861,2,24,M,0
819,2,46,F,0
233,4,57,F,0
488,12,70,F,0
259,2,61,M,0
217,4,63,M,0
354,4,66,F,0
879,4,20,M,0
1207,6,34,F,0
427,5,65,M,0
232,4,27,F,0
299,3,58,F,0
188,4,54,M,0
189,2,44,M,0
160,4,74,F,0
179,2,27,M,0
194,3,61,M,0
888,4,66,M,0
610,6,64,M,1
315,4,28,M,0
213,3,49,M,0
267,2,42,M,0
950,4,12,M,0
319,4,48,M,0
158,3,52,M,0
926,4,28,M,0
428,10,66,F,0
284,0,63,M,1
266,2,67,F,0
988,4,59,M,0
,6,65,M,0
629,4,25,F,0
570,4,49,M,0
,2,68,M,0
,0,54,F,1
897,6,49,M,0
720,3,39,M,0
478,1,65,F,1
258,2,43,M,0
362,2,34,M,0
885,2,63,M,1
681,2,8,F,0
497,2,43,F,0
311,2,64,F,0
550,1,37,F,0
,4,65,F,0
967,4,42,M,0
739,4,29,M,0
,0,62,F,1
916,4,36,F,0
743,4,43,F,0
691,4,37,F,0
1058,12,60,M,0
666,1,58,F,1
,4,65,F,0
1835,3,41,M,0
659,2,37,M,0
985,5,53,F,0
1065,2,33,M,0
1565,6,38,M,0
,9,65,F,0
,3,57,M,0
827,4,38,F,0
436,2,28,M,0
611,2,59,F,0
1024,6,40,M,0
768,4,35,M,0
1783,13,73,M,0
1224,6,32,M,0
432,2,48,M,0
342,1,34,M,0
354,2,44,F,0
449,2,57,F,0
735,4,39,M,0
355,2,58,F,0
258,0,35,M,0
491,2,40,M,0
342,0,49,M,1
554,4,35,F,0
601,3,58,F,1
537,4,50,M,0
325,1,27,M,0
1065,6,62,M,0
263,0,60,F,1
587,4,39,M,0
1291,7,47,F,0
373,3,55,M,0
909,4,61,M,0
487,3,49,M,0
699,4,43,M,0
547,3,33,M,0
372,2,54,F,0
877,4,48,M,0
473,0,53,M,1
1556,4,33,M,0
2016,8,48,M,0
1208,4,49,M,0
446,0,28,M,0
,4,70,M,0
1259,4,45,F,0
2722,8,44,M,0
1508,5,21,M,0
2291,4,51,M,1
1252,2,29,M,0
878,2,55,M,0
1184,4,38,M,0
954,6,28,F,0
1433,6,46,M,0
,10,54,F,0
527,2,42,F,0
1205,6,52,M,0
2176,8,45,F,0
,8,62,F,0
24,0,27,F,0
138,0,29,M,0
810,3,51,F,0
742,4,63,F,0
1790,9,52,F,0
,18,61,F,0
2412,8,71,F,0
1382,4,26,M,0
1571,4,40,M,0
949,4,47,F,0
972,4,61,F,0
2090,6,29,M,0
1668,5,19,M,0
1720,8,50,M,0
863,4,59,F,0
1382,4,47,F,0
1503,5,48,F,0
1509,6,42,M,0
1214,4,53,F,0
1397,5,44,M,0
1286,4,24,M,0
255,4,49,M,0
1316,4,57,M,0
6,0,33,M,0
564,2,36,F,0
1681,4,54,M,1
1231,6,52,M,0
2446,4,41,M,0
1534,4,47,F,0
1020,3,63,M,0
102,0,32,F,0
987,3,47,M,0
1672,7,66,F,0
2505,10,47,M,0
,4,25,M,0
,4,39,M,0
705,3,47,M,0
2634,6,50,M,0
976,4,31,F,0
682,2,45,M,0
1272,2,45,F,1
948,5,46,F,0
457,2,67,M,0
1290,5,32,M,0
1429,4,48,M,0
1032,4,46,F,0
1521,4,30,M,0
2448,11,60,F,0
1254,4,45,F,0
762,4,52,F,0
1067,6,58,F,0
1655,6,48,M,0
1576,6,33,M,0
1045,2,75,F,1
1184,5,64,M,0
1997,2,49,F,1
1037,3,14,M,0
907,2,36,M,0
,3,27,M,0
799,1,54,M,1
476,1,57,F,0
2481,7,23,F,0
,3,45,M,0
971,2,28,M,0
817,3,50,M,0
2316,5,43,M,1
4038,8,46,M,1
1751,6,47,M,0
2602,8,56,F,0
1029,4,50,M,0
743,4,58,F,0
404,0,20,M,0
1967,4,22,M,0
333,0,22,M,0
1631,6,48,M,0
1230,4,35,M,0
1717,4,24,M,0
1162,5,47,M,0
909,3,54,M,0
788,3,38,M,0
1670,4,36,M,0
2424,10,52,M,0
1647,4,51,M,0
801,4,42,F,0
2555,10,61,M,0
1656,6,53,M,0
1086,5,59,M,0
886,4,69,F,0
1000,2,59,F,1
1563,4,23,M,0
1055,3,29,M,0
1077,4,65,M,0
1716,4,25,M,0
563,3,55,F,0
1049,4,47,M,0
1618,6,57,F,0
1365,6,36,F,0
575,0,38,F,1
1384,4,53,M,0
907,0,60,F,1
1581,4,32,M,0
2276,4,40,M,0
744,2,63,M,0
757,3,70,M,0
814,0,23,M,0
1871,7,39,F,0
2096,6,62,F,0
1535,6,54,M,0
1660,3,16,M,0
1209,2,70,F,1
844,2,38,M,0
,6,51,M,0
1131,4,63,M,0
3735,8,47,M,0
1131,3,42,M,0
1717,5,48,M,0
2507,5,47,F,0
866,3,62,F,0
751,3,60,F,0
1953,6,41,F,0
547,4,60,M,0
2263,6,54,M,0
390,0,51,F,0
1559,4,48,M,0
1152,2,36,M,0
,4,45,M,0
787,4,41,M,0
898,4,38,M,0
861,4,49,M,0
1499,3,44,F,0
1227,2,44,M,1
,6,34,M,0
,5,45,M,0
490,1,37,M,0
2071,5,44,M,0
1785,6,58,F,0
1863,4,43,M,0
670,2,47,F,0
2322,4,61,M,1
1463,6,41,M,0
1237,4,50,M,0
697,4,56,F,0
286,0,16,M,0
2309,8,57,F,0
945,0,39,F,1
1256,6,67,F,0
633,4,59,F,0
843,2,25,F,0
1080,4,21,M,0
1825,8,57,F,0
650,2,35,M,0
787,2,27,M,0
956,4,50,M,0
612,1,37,F,0
1289,9,65,F,1
1053,5,56,M,0
1072,4,36,F,0
1178,2,37,M,0
1058,2,48,M,0
1081,4,53,F,0
603,5,36,M,0
847,3,55,M,0
1121,2,41,M,0
1975,6,52,M,0
678,2,43,M,0
947,3,59,F,0
719,2,27,M,0
2136,7,25,M,0
1101,4,58,M,0
1167,2,46,M,0
737,3,64,F,1
1468,3,48,M,0
2571,4,38,M,0
747,4,41,F,0
376,0,64,M,1
1143,2,54,F,0
1225,4,24,M,0
1074,2,51,F,0
710,4,24,M,0
1015,8,60,M,0
733,2,41,M,0
678,2,35,M,0
407,2,62,M,0
569,2,42,M,0
1194,6,45,M,0
1084,4,64,F,0
906,3,45,M,0
1382,4,49,M,0
2118,6,51,F,0
415,1,15,M,0
842,4,50,M,1
789,2,33,M,0
1282,2,60,F,0
1078,2,31,M,0
1359,4,50,F,0
1017,2,36,M,0
2937,10,60,F,0
443,2,35,M,0
266,2,37,F,0
573,4,47,M,0
472,4,48,M,0
295,1,39,M,0
920,2,64,M,1
440,4,49,F,0
489,2,45,M,0
729,4,63,M,0
501,3,49,F,0
453,2,48,F,0
236,0,32,M,0
496,2,37,M,0
471,2,50,M,0
622,4,24,M,0
734,2,58,F,1
569,4,31,F,0
432,2,53,M,0
579,4,55,M,0
683,4,17,M,0
188,0,25,M,0
322,0,40,M,1
461,2,56,M,0
295,2,48,M,0
291,1,23,M,0
382,0,68,F,1
797,4,53,F,0
506,2,21,M,0
544,2,34,F,0
487,4,40,F,0
986,3,44,F,1
179,2,18,M,0
839,2,44,M,0
424,2,31,M,0
608,4,55,F,0
162,0,62,F,0
276,2,30,F,0
921,4,39,F,0
,4,28,F,0
,3,49,M,0
927,4,27,F,0
477,3,33,M,0
,2,56,F,1
,4,66,F,0
,3,27,M,0
,2,26,M,0
,4,48,M,0
,2,26,M,0
,5,44,M,0
,3,31,M,0
837,3,14,M,0
1737,10,65,F,0
918,6,66,F,0
777,4,39,M,0
947,4,37,M,0
1225,4,45,M,0
917,4,43,M,0
538,4,45,M,0
309,0,27,M,0
1251,6,53,M,0
1124,6,56,M,0
754,4,65,F,0
851,2,34,F,0
1629,6,27,M,0
872,2,50,M,0
631,3,52,F,0
488,2,54,M,0
1265,1,63,F,1
966,4,31,M,0
869,6,81,F,0
2440,10,53,M,0
1435,8,73,F,0
896,2,21,F,0
125,0,61,F,0
1089,5,57,F,0
1065,4,45,M,0
876,2,38,F,0
915,4,59,M,0
789,3,31,M,0
680,3,76,F,1
830,2,44,F,0
292,0,30,M,0
1128,3,56,M,0
819,4,53,M,0
639,2,47,M,0
396,0,18,M,0
1505,5,39,M,0
758,4,36,F,0
1517,6,21,M,0
510,2,37,M,0
937,4,28,F,0
638,4,68,F,0
1451,8,68,F,0
1537,6,56,M,0
1299,2,54,M,1
506,3,60,F,0
439,0,63,M,1
1605,8,45,F,0
1061,4,41,M,0
554,2,62,M,0
1252,5,40,M,0
985,4,17,M,0
436,2,45,F,0
784,4,50,M,0
681,4,44,M,0
897,3,40,F,0
3029,6,59,F,1
789,5,44,F,0
385,1,57,M,0
1080,7,59,M,0
665,4,71,F,0
1892,10,56,M,0
897,4,55,M,0
1694,5,45,F,0
623,2,58,M,0
1692,12,63,F,0
677,1,25,M,0
970,4,58,F,0
1884,6,47,F,1
1063,2,33,F,0
1062,4,55,M,0
1269,4,29,M,0
1820,6,28,F,0
707,4,54,F,0
697,2,30,M,0
737,4,72,F,0
517,2,54,F,0
1141,5,50,F,0
506,1,40,F,0
950,4,66,F,0
1066,4,39,M,0
1978,8,54,F,0
1238,6,57,M,0
709,4,55,M,0
2635,18,56,M,0
901,4,33,M,0
1464,5,51,M,0
1422,7,53,F,0
1215,2,53,F,0
1105,5,60,M,0
1231,6,53,F,0
737,4,56,M,0
747,2,28,M,0
1152,4,28,F,0
1400,6,29,F,0
1722,6,26,F,0
1235,5,47,F,0
1415,10,73,F,0
1595,4,50,F,0
674,3,50,M,0
479,0,43,F,1
608,2,47,F,0
654,2,43,M,0
1339,4,57,M,0
1708,7,61,F,0
674,2,52,M,0
766,4,70,F,0
1255,4,52,F,0
1150,4,30,M,0
1083,2,39,M,0
2026,11,49,M,0
605,1,68,F,1
1085,4,53,M,0
2885,17,66,M,1
1274,6,38,M,0
2497,8,45,M,0
1660,7,35,F,0
362,2,60,M,0
1108,4,18,M,0
669,3,47,M,0
378,0,63,M,1
996,4,50,F,0
495,2,38,M,0
600,1,31,M,0
959,4,33,M,0
1007,4,50,F,0
1138,4,29,M,0
963,3,37,M,0
663,4,64,M,0
1327,4,56,F,0
1546,6,35,M,0
664,2,33,M,0
5451,18,53,M,0
843,6,47,F,0
1073,5,41,M,0
841,2,52,M,0
1031,5,62,M,0
890,2,46,M,0
2177,5,66,F,1
1192,3,51,M,0
332,2,27,M,0
1766,5,53,M,0
858,2,39,F,0
1048,2,34,M,0
1281,2,48,F,1
1175,6,63,F,0
609,3,23,F,0
993,6,65,F,0
678,4,66,M,0
1051,4,47,M,0
879,4,32,M,0
743,4,65,F,0
1291,6,62,F,0
1261,4,57,F,0
412,1,63,F,1
1993,8,50,M,0
751,4,55,F,0
487,2,46,M,0
750,2,43,M,0
2567,7,57,M,0
935,4,58,M,0
1156,4,44,F,0
930,5,43,F,0
373,2,56,F,0
551,2,57,M,0
1145,5,26,M,0
1018,4,40,F,0
494,2,53,M,0
729,2,23,F,0
2526,10,44,F,0
836,2,54,M,0
1625,6,48,F,0
1432,8,66,F,0
1259,5,43,F,0
372,2,56,F,0
1002,5,63,F,0
1169,5,62,F,0
1658,4,71,F,1
995,2,40,M,0
542,4,48,M,0
1339,5,44,M,0
650,0,21,F,0
1071,3,38,M,0
446,0,30,M,0
1056,4,42,F,0
1221,4,41,F,0
789,6,66,F,0
360,0,76,M,1
1172,4,38,F,0
854,4,49,M,0
980,6,70,F,0
559,2,43,M,0
1232,6,57,F,0
1279,2,54,F,1
557,2,34,M,0
1076,3,50,M,0
369,0,49,F,0
1085,6,67,F,0
885,4,55,M,0
1154,5,63,M,0
1006,2,37,M,0
617,4,65,M,0
1154,4,33,M,0
967,4,74,M,1
1409,4,30,M,0
616,1,54,M,1
1353,6,54,F,0
379,0,41,F,0
858,3,24,M,0
779,4,52,M,0
698,4,56,M,0
1255,8,67,F,0
1036,4,36,M,0
1249,6,52,M,0
1117,4,57,F,0
2901,4,52,F,1
1273,6,60,M,0
679,4,27,M,0
797,4,56,M,0
1362,2,41,M,1
911,4,41,M,0
821,4,35,M,0
836,3,30,M,0
713,2,41,F,0
648,2,54,F,0
457,2,59,F,0
924,4,63,M,0
437,0,44,F,1
862,4,25,M,0
1250,6,48,F,0
1566,6,47,M,0
343,0,69,F,1
814,4,44,M,0
1036,4,34,M,0
355,0,56,F,0
1257,5,24,M,0
766,4,60,M,0
1200,3,68,M,1
691,2,37,M,0
632,4,22,M,0
513,0,51,F,1
1509,8,39,M,0
741,4,36,M,0
661,3,29,M,0
831,2,36,M,0
786,3,49,M,0
678,2,71,M,1
1152,4,30,M,0
1239,6,55,F,0
913,4,49,M,0
871,2,28,M,0
762,4,62,F,0
691,3,69,F,0
592,2,62,F,0
963,2,52,F,0
1206,3,22,M,0
644,2,49,M,0
868,4,58,F,0
895,2,31,F,0
1563,6,30,M,0
839,4,54,F,0
867,2,25,M,0
1161,6,31,M,0
808,3,37,M,0
489,2,70,F,1
908,4,31,M,0
1233,4,38,M,0
1064,4,45,M,0
849,4,35,M,0
577,2,67,M,0
873,4,46,M,0
620,2,47,M,0
600,2,36,F,0
1379,2,40,M,1
1220,4,20,F,0
1341,4,59,F,0
407,0,66,M,1
1185,5,65,M,0
744,3,28,M,0
1063,4,30,M,0
873,4,50,F,0
1202,4,28,F,0
525,2,27,M,0
771,3,52,M,0
976,4,21,F,0
1059,4,52,F,0
1158,5,40,M,0
471,0,67,F,1
1769,8,50,M,0
1830,6,62,F,0
1465,4,51,M,0
853,2,45,M,0
796,2,50,M,0
1005,4,20,F,0
3583,12,57,M,0
1395,4,42,F,0
1484,6,44,M,0
1030,3,40,M,0
1310,6,47,F,0
762,4,62,F,0
1646,10,70,F,0
656,2,47,F,0
817,2,28,M,0
777,2,20,M,0
1150,5,63,F,0
703,4,31,M,0
1113,4,32,M,0
968,4,65,F,0
867,4,59,M,0
1177,5,41,F,0
874,3,38,M,0
1021,4,47,M,0
1162,6,68,F,0
901,3,46,F,0
698,4,63,F,0
501,1,56,M,0
1017,4,58,F,0
690,1,38,F,0
160,1,23,M,0
780,3,56,M,0
801,4,65,F,0
1345,4,53,M,0
1099,4,50,F,0
973,4,32,M,0
387,0,41,M,0
1193,4,29,M,0
1441,5,25,M,0
422,2,31,M,0
819,3,54,F,0
1580,6,53,F,0
1772,12,73,M,0
1082,4,24,M,0
689,0,68,M,1
1110,4,60,F,0
2489,12,56,F,0
1026,4,11,M,0
1058,2,40,M,1
884,4,57,M,0
1648,6,52,F,0
918,4,23,M,0
785,4,65,M,0
1148,5,45,M,0
369,1,55,F,0
720,2,25,M,0
1024,4,56,M,0
1519,4,42,F,0
1120,4,43,M,0
785,2,40,F,0
1648,8,66,M,0
1160,4,40,M,0
1874,6,50,F,0
415,0,44,M,1
1603,4,49,M,0
1174,5,61,M,1
1790,8,28,M,0
607,4,62,F,0
1185,4,12,M,0
559,3,39,F,0
1138,4,24,M,0
805,2,29,F,0
1838,7,60,M,0
1107,5,51,F,0
768,4,54,F,0
1094,5,56,F,0
502,2,29,M,0
2532,9,59,F,0
1060,4,43,M,0
713,3,64,F,0
637,2,47,M,0
1085,4,56,M,0
1130,4,35,M,0
787,3,40,F,0
693,2,77,F,1
1909,6,59,F,0
796,4,49,F,0
1096,4,51,M,0
1041,4,25,M,0
1171,5,36,M,0
1150,4,29,F,0
307,0,50,F,1
1502,5,32,M,0
1213,5,51,M,0
1055,4,50,F,0
2027,4,65,M,1
1418,5,32,F,0
1117,4,35,M,0
1310,3,20,F,1
672,3,40,M,0
1894,4,37,F,0
212,1,53,F,0
2164,6,65,M,0
1151,3,58,F,0
1703,4,9,M,0
1837,4,55,M,0
2491,6,70,M,0
1876,4,63,M,0
1540,4,17,M,0
654,2,30,M,0
602,2,45,M,0
603,0,60,M,1
714,2,29,M,0
2309,6,63,F,0
2162,4,48,M,0
1413,4,20,M,0
614,3,69,M,1
554,6,56,M,0
207,2,28,M,0
445,3,32,M,0
359,0,51,M,1
799,4,57,M,0
953,4,18,M,0
344,4,37,F,0
365,5,49,M,0
164,0,47,M,0
299,4,45,F,0
420,5,61,M,0
258,0,58,M,1
617,2,17,M,0
472,5,58,M,0
396,0,50,F,0
345,4,41,M,0
350,4,28,M,0
461,5,55,F,0
402,4,30,M,1
397,8,64,F,0
2797,8,50,F,0
1075,4,33,M,0
314,4,32,M,0
1213,16,68,F,0
523,1,38,M,0
540,6,22,M,0
716,6,56,F,0
370,4,24,M,0
590,3,18,M,0
351,0,61,F,1
1684,6,40,M,0
615,2,56,F,0
1042,4,59,M,0
1305,6,51,F,0
989,4,55,M,0
918,3,44,F,0
1117,2,40,M,0
936,2,19,M,0
1029,4,56,F,0
303,0,30,M,0
863,4,35,M,0
1008,3,24,M,0
962,4,60,F,0
882,4,72,F,0
968,3,29,M,0
978,4,56,F,0
1310,4,45,F,0
931,3,47,M,0
1778,8,64,F,1
1334,4,35,F,0
901,4,29,M,0
1739,8,55,M,0
1225,5,45,F,0
974,3,39,M,0
1481,4,48,M,0
899,4,54,M,0
1445,2,27,M,0
2282,8,61,F,0
1212,5,40,M,0
1251,4,49,F,0
428,4,64,M,0
485,4,41,M,0
584,3,16,M,0
994,6,45,M,0
302,2,57,F,0
749,3,35,F,0
,3,42,M,0
,7,47,F,0
,4,37,F,0
755,3,21,M,0
359,2,48,M,0
1112,5,28,F,0
810,4,20,M,0
604,2,46,F,0
690,4,34,M,0
834,4,31,F,0
911,4,41,M,0
1061,6,60,M,0
840,4,59,F,0
576,4,62,F,0
153,1,50,F,0
1207,11,59,M,0
2900,4,57,F,0
1608,4,59,F,0
1655,10,28,M,0
750,4,50,M,0
677,4,72,M,0
1367,4,54,F,0
685,4,39,M,0
393,4,51,M,0
713,4,30,M,0
286,2,74,M,0
1159,4,28,M,0
955,3,30,M,0
375,0,52,M,1
915,4,47,M,0
792,3,55,F,0
893,5,33,M,0
421,1,21,M,0
,6,30,M,0
878,3,49,M,0
,0,73,F,1
1214,2,26,M,0
984,5,51,M,0
929,4,51,F,0
775,4,47,M,0
,5,50,F,0
962,4,24,M,0
248,0,41,M,0
444,0,68,F,1
714,4,25,F,0
836,4,25,M,0
545,2,58,M,0
577,2,26,M,0
751,2,60,F,1
432,3,57,F,0
1011,4,47,F,0
1115,3,30,M,0
1928,6,51,M,1
542,0,53,F,0
314,0,18,M,0
484,0,61,F,1
823,4,69,F,0
290,2,73,F,0
449,1,56,M,1
904,4,20,M,0
677,4,56,M,0
684,4,57,M,0
624,4,58,M,0
187,0,43,F,0
515,4,63,F,0
775,4,45,M,0
406,4,49,F,0
486,4,39,M,0
313,1,43,F,0
1399,8,51,F,0
528,2,45,M,0
422,1,41,F,0
245,1,12,M,0
1103,2,50,M,0
582,4,54,F,0
505,2,43,M,0
799,5,61,F,0
942,5,65,M,0
615,2,21,M,0
771,3,26,M,0
1654,4,41,M,0
792,3,49,F,0
156,0,45,F,0
138,0,31,M,0
630,3,49,M,0
564,2,56,F,0
381,0,54,M,1
436,1,39,M,0
499,2,62,M,1
317,1,44,M,0
294,0,46,M,0
571,4,33,M,0
673,1,59,F,1
907,4,55,F,0
697,4,38,M,0
192,0,36,M,0
186,0,51,F,0
932,3,63,M,0
396,0,59,F,1
301,0,33,M,0
425,2,55,F,0
636,4,42,M,0
979,3,49,M,0
307,1,59,F,1
189,0,48,M,0
723,4,53,F,0
250,1,36,M,0
244,0,28,F,0
728,4,46,F,0
459,2,61,F,0
633,3,56,M,0
1687,6,42,F,1
266,0,41,M,0
371,1,30,M,0
1216,2,52,F,1
678,5,33,M,0
229,0,35,M,0
1453,4,27,M,0
1406,4,40,M,0
886,4,37,M,0
296,0,58,F,1
965,4,56,F,1
1379,6,64,F,0
1378,4,47,M,0
317,2,25,F,0
1486,4,47,M,0
545,0,71,M,1
1570,4,16,M,0
1267,2,39,M,0
1192,3,46,M,0
1676,10,42,F,0
800,3,56,M,0
1443,5,38,M,0
931,5,21,M,0
849,6,45,F,0
2253,7,61,M,0
515,3,44,M,0
818,6,66,F,0
446,3,69,F,0
1280,4,51,F,0
1153,4,20,M,0
640,3,36,M,0
976,4,30,M,0
825,3,26,M,0
948,4,40,M,0
1460,5,66,M,1
474,0,65,F,1
749,3,37,M,0
845,3,45,F,0
1041,5,48,F,0
1002,5,27,M,0
644,3,48,F,0
852,2,54,M,0
1365,3,35,M,0
865,4,34,M,0
1784,7,54,M,0
526,1,50,M,0
797,4,25,M,0
1188,4,46,M,0
1108,5,43,M,0
1978,6,46,M,0
1101,5,52,F,0
623,4,39,M,0
1188,4,31,M,0
1103,6,52,M,0
1315,4,39,M,0
1072,5,42,M,0
957,1,24,M,0
1616,8,54,M,0
1348,5,56,F,0
3023,11,32,M,0
1432,2,49,M,0
719,4,55,M,0
779,4,15,F,0
1123,4,63,F,0
1461,6,33,M,0
877,4,30,M,0
614,2,43,M,0
354,0,36,M,0
819,4,73,F,0
831,4,56,F,0
1253,6,69,F,0
1330,5,43,M,0
765,4,41,F,0
1760,6,40,F,0
637,0,41,F,1
1178,7,71,F,0
,4,28,F,0
,4,59,M,0
,3,57,F,1
,6,68,M,0
,4,68,M,0
,3,30,M,0
,4,54,F,0
,4,39,F,0
418,2,37,F,0
194,0,20,M,0
241,3,65,F,0
,4,61,F,0
,4,39,M,0
212,0,51,M,1
,4,50,F,0
,4,43,F,0
355,2,45,M,0
246,0,59,F,1
222,1,46,M,0
589,4,57,M,0
228,4,41,M,0
,4,42,M,0
,4,55,F,0
331,1,68,M,1
183,2,62,F,0
248,1,58,M,1
283,2,22,M,0
,3,14,M,0
,4,62,F,0
,4,33,M,0
,2,60,M,0
802,4,59,F,0
897,6,72,F,0
1233,4,25,M,0
937,4,38,M,0
869,4,33,M,0
746,4,48,M,0
1472,6,51,M,0
847,3,28,F,0
2046,6,57,M,0
1457,4,37,M,0
477,1,71,F,1
896,3,59,M,0
1251,4,55,F,0
1221,6,62,F,0
840,4,33,M,0
3408,6,47,F,0
1256,4,33,F,0
774,4,26,M,0
628,3,34,M,0
1360,5,39,F,0
1454,4,39,M,0
1506,6,35,M,0
3051,4,46,M,0
1999,4,32,F,0
388,0,48,F,1
1170,3,39,M,0
1167,4,16,M,0
695,3,21,M,0
843,4,32,M,0
2411,14,65,M,0
1020,2,44,M,0
735,0,39,F,0
271,1,48,M,0
1014,4,32,M,0
957,6,69,F,0
333,1,51,F,0
956,6,48,F,0
536,1,59,F,1
810,3,44,F,0
575,2,58,F,0
672,0,32,M,0
1194,8,48,M,0
184,0,30,F,0
658,3,64,M,0
658,3,33,M,0
1192,6,54,F,0
1197,3,55,M,0
529,2,51,F,0
817,3,45,F,0
1248,4,25,M,0
714,4,66,F,0
895,4,32,M,0
811,4,62,F,0
725,4,60,M,0
497,4,62,M,0
1199,4,48,F,0
522,2,60,F,0
882,4,41,M,0
504,3,40,F,0
1442,4,44,M,0
668,3,56,M,0
946,6,50,M,0
431,2,52,M,0
998,3,28,M,0
808,4,30,M,0
1064,4,30,M,0
901,4,62,M,0
1152,6,55,M,0
716,4,41,F,0
876,4,25,M,0
879,4,33,F,0
829,4,50,M,0
1044,6,57,M,0
629,2,70,F,0
589,2,47,F,0
1072,5,65,F,0
690,4,60,F,0
659,4,46,M,0
612,2,47,F,0
2040,8,61,M,0
914,4,57,F,0
856,4,52,M,0
1269,4,36,M,0
495,2,21,M,0
1252,4,43,F,0
828,2,25,M,0
226,0,44,M,0
1167,4,62,M,0
789,2,22,M,0
1681,8,43,F,0
884,4,41,M,0
390,2,59,M,0
1560,8,60,F,0
1130,4,44,M,0
2281,4,41,F,1
677,1,32,M,1
2082,4,37,M,0
978,4,53,F,0
2804,16,66,F,0
1870,2,20,M,0
394,2,23,M,0
557,2,19,M,0
1071,4,43,M,0
480,4,65,F,0
1847,4,48,F,0
868,3,63,F,0
642,0,58,M,1
381,2,47,M,0
461,2,40,F,0
612,3,30,F,0
1001,6,67,F,0
2870,9,12,F,0
1142,4,49,M,0
1210,3,18,F,0
1066,4,35,M,0
1025,2,33,M,0
471,2,41,F,0
1218,2,40,M,0
447,2,51,F,0
1021,5,35,M,0
1449,4,45,F,0
639,2,44,M,0
662,2,56,F,0
642,2,16,M,0
1346,4,48,M,0
769,2,15,M,0
362,2,35,M,0
897,4,44,F,0
668,2,44,M,0
757,3,54,M,0
695,3,34,M,0
901,4,57,M,0
422,2,43,M,0
697,2,43,M,0
730,4,58,M,0
